"video_id","upload_date","timestamp","duration","creator_channel","creator_handle","title","description","hashtags_list","hashtags_count","mentions_list","mentions_count","music_track","music_artist","music_artists","view_count","like_count","comment_count","repost_count","save_count","comments_sample","comments_sample_count","source_url"
"7632460052498025746","20260424","1777070599","38","Nmás","n.mas","El Metro de la Ciudad de México reportó que 11 usuarios cayeron de las escaleras eléctricas de la estación Miguel Ángel de Quevedo de la Línea 3.  Según las autoridades del sistema de transporte, un objeto se atoró entre los peldaños metálicos y se activó el paro de emergencia, lo que provocó la caída de las personas que estaban sobre las escaleras.  Solo tres usuarios requirieron traslado hospitalario. #viralnmás #metrocdmx #cdmx ","El Metro de la Ciudad de México reportó que 11 usuarios cayeron de las escaleras eléctricas de la estación Miguel Ángel de Quevedo de la Línea 3.  Según las autoridades del sistema de transporte, un objeto se atoró entre los peldaños metálicos y se activó el paro de emergencia, lo que provocó la caída de las personas que estaban sobre las escaleras.  Solo tres usuarios requirieron traslado hospitalario. #viralnmás #metrocdmx #cdmx ","[""cdmx"", ""metrocdmx"", ""viralnmás""]","3","[]","0","sonido original","Nmás","[""Nmás""]","446800","18600","160","1621","901","[]","0","https://www.tiktok.com/@n.mas/video/7632460052498025746?_r=1&_t=ZS-95pWLeFQTcD"
